Farm ID,Farm Name,State,Cow ID,Date,Estimated Milk Production (L/day)
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,28/06/2025,9.89
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,29/06/2025,9.99
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,30/06/2025,10.1
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,01/07/2025,8.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,02/07/2025,8.42
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,03/07/2025,8.26
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,04/07/2025,8.03
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,05/07/2025,8.15
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,06/07/2025,8.4
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,07/07/2025,8.33
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,08/07/2025,8.09
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,09/07/2025,7.87
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,10/07/2025,8.01
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,11/07/2025,8.17
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,12/07/2025,8.27
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,13/07/2025,8.08
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,14/07/2025,8.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,15/07/2025,8.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,16/07/2025,8.14
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,17/07/2025,8.32
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,18/07/2025,8.34
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,19/07/2025,8.47
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,20/07/2025,8.44
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,21/07/2025,8.47
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,22/07/2025,8.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,23/07/2025,8.18
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,24/07/2025,8.07
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,25/07/2025,7.93
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,26/07/2025,7.76
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,27/07/2025,7.69
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,28/07/2025,8.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,29/07/2025,7.81
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,30/07/2025,8.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,31/07/2025,7.61
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,01/08/2025,9.41
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,02/08/2025,9.46
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,03/08/2025,9.64
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,04/08/2025,9.85
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,05/08/2025,10.07
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,06/08/2025,9.94
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,07/08/2025,9.78
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,08/08/2025,10.02
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,09/08/2025,9.94
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,10/08/2025,9.53
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,11/08/2025,9.19
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,12/08/2025,8.93
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,13/08/2025,9.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,14/08/2025,9.17
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,15/08/2025,9.39
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,16/08/2025,9.27
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,17/08/2025,9.33
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,18/08/2025,9.53
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,19/08/2025,9.43
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,20/08/2025,9.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,21/08/2025,9.37
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,22/08/2025,9.27
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,23/08/2025,9.16
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,24/08/2025,8.82
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,25/08/2025,9.0
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,26/08/2025,8.89
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,27/08/2025,8.92
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,28/08/2025,9.09
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,29/08/2025,9.25
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,30/08/2025,9.46
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,31/08/2025,9.43
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,01/09/2025,9.31
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,02/09/2025,9.29
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,03/09/2025,8.8
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,04/09/2025,8.4
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,05/09/2025,8.06
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,06/09/2025,7.83
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,07/09/2025,8.03
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,08/09/2025,7.84
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,09/09/2025,7.81
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,10/09/2025,8.28
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,11/09/2025,8.23
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,12/09/2025,8.52
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,13/09/2025,8.29
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,14/09/2025,8.29
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,15/09/2025,8.06
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,16/09/2025,8.03
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,17/09/2025,8.36
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,18/09/2025,7.9
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,19/09/2025,8.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,20/09/2025,8.25
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,21/09/2025,8.13
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,22/09/2025,7.77
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,23/09/2025,7.88
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,24/09/2025,7.8
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,25/09/2025,7.95
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,26/09/2025,8.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,27/09/2025,8.59
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,28/09/2025,8.56
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,29/09/2025,8.3
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,30/09/2025,8.42
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,01/10/2025,8.54
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,02/10/2025,8.99
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,03/10/2025,9.27
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,04/10/2025,9.39
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,05/10/2025,9.83
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,06/10/2025,9.46
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,07/10/2025,9.27
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,08/10/2025,9.0
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,09/10/2025,8.91
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,10/10/2025,8.53
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,11/10/2025,8.77
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,12/10/2025,8.74
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,13/10/2025,8.33
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,14/10/2025,8.09
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,15/10/2025,8.25
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,16/10/2025,8.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,17/10/2025,9.21
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,18/10/2025,10.1
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,19/10/2025,10.19
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,20/10/2025,9.86
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,21/10/2025,9.2
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,22/10/2025,9.3
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,23/10/2025,9.07
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,24/10/2025,8.96
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,25/10/2025,8.81
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,26/10/2025,8.8
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,27/10/2025,9.15
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,28/10/2025,9.22
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,29/10/2025,9.18
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,30/10/2025,8.89
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000300,31/10/2025,8.42
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,01/06/2025,8.45
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,02/06/2025,8.52
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,03/06/2025,8.53
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,04/06/2025,8.93
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,05/06/2025,8.91
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,06/06/2025,8.73
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,07/06/2025,8.62
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,08/06/2025,9.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,09/06/2025,9.23
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,10/06/2025,9.12
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,11/06/2025,9.07
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,12/06/2025,8.62
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,13/06/2025,8.78
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,14/06/2025,8.29
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,15/06/2025,8.58
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,16/06/2025,8.66
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,17/06/2025,9.42
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,18/06/2025,9.09
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,19/06/2025,9.08
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,20/06/2025,9.64
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,21/06/2025,9.99
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,22/06/2025,9.76
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,23/06/2025,9.81
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,24/06/2025,9.8
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,25/06/2025,9.87
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,26/06/2025,9.64
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,27/06/2025,9.61
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,28/06/2025,9.12
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,29/06/2025,9.18
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,30/06/2025,9.33
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,01/07/2025,7.42
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,02/07/2025,7.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,03/07/2025,7.31
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,04/07/2025,7.41
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,05/07/2025,7.24
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,06/07/2025,7.19
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,07/07/2025,6.85
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,08/07/2025,6.64
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,09/07/2025,6.56
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,10/07/2025,6.91
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,11/07/2025,6.79
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,12/07/2025,6.99
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,13/07/2025,6.89
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,14/07/2025,6.98
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,15/07/2025,6.98
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,16/07/2025,7.22
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,17/07/2025,7.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,18/07/2025,6.76
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,19/07/2025,6.47
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,20/07/2025,6.4
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,21/07/2025,6.16
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,22/07/2025,6.33
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,23/07/2025,6.28
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,24/07/2025,6.92
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,25/07/2025,6.53
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,26/07/2025,6.63
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,27/07/2025,6.41
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,28/07/2025,6.35
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,29/07/2025,6.45
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,30/07/2025,5.95
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,31/07/2025,6.09
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,01/08/2025,8.28
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,02/08/2025,8.2
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,03/08/2025,8.34
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,04/08/2025,8.71
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,05/08/2025,8.7
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,06/08/2025,8.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,07/08/2025,7.93
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,08/08/2025,8.2
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,09/08/2025,8.23
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,10/08/2025,7.99
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,11/08/2025,8.1
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,12/08/2025,8.0
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,13/08/2025,7.92
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,14/08/2025,8.18
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,15/08/2025,7.84
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,16/08/2025,8.24
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,17/08/2025,7.88
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,18/08/2025,7.76
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,19/08/2025,8.43
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,20/08/2025,8.82
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,21/08/2025,8.88
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,22/08/2025,8.63
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,23/08/2025,8.52
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,24/08/2025,8.59
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,25/08/2025,8.64
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,26/08/2025,8.66
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,27/08/2025,8.69
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,28/08/2025,8.67
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,29/08/2025,8.28
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,30/08/2025,8.18
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,31/08/2025,8.52
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,01/09/2025,8.16
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,02/09/2025,8.17
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,03/09/2025,7.99
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,04/09/2025,8.1
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,05/09/2025,8.05
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,06/09/2025,8.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,07/09/2025,8.77
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,08/09/2025,8.41
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,09/09/2025,8.67
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,10/09/2025,8.48
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,11/09/2025,8.35
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,12/09/2025,8.51
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,13/09/2025,8.41
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,14/09/2025,8.73
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,15/09/2025,8.54
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,16/09/2025,8.4
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,17/09/2025,8.26
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,18/09/2025,8.15
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,19/09/2025,8.55
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,20/09/2025,8.78
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,21/09/2025,9.33
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,22/09/2025,10.02
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,23/09/2025,9.69
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,24/09/2025,9.7
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,25/09/2025,9.33
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,26/09/2025,9.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,27/09/2025,8.94
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,28/09/2025,8.65
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,29/09/2025,8.38
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,30/09/2025,8.39
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,01/10/2025,8.08
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,02/10/2025,8.4
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,03/10/2025,8.18
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,04/10/2025,9.09
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,05/10/2025,8.98
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,06/10/2025,9.03
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,07/10/2025,8.66
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,08/10/2025,9.21
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,09/10/2025,9.56
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,10/10/2025,9.65
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,11/10/2025,9.24
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,12/10/2025,9.32
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,13/10/2025,8.99
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,14/10/2025,9.45
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,15/10/2025,9.7
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,16/10/2025,9.72
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,17/10/2025,8.97
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,18/10/2025,8.71
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,19/10/2025,8.95
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,20/10/2025,9.34
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000301,21/10/2025,9.68
